åproduct,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"Vintage Art Deco Metal Outdoor Patio Dining Set  SOLD","MR9722","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Art Deco Metal Outdoor Patio Dining Set 

Metal Outdoor table (4) side chairs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Table: 31.5"" Diameter x 29.5"" Height 
Side chairs: 16"" W x 15"" D x 37.5"" H. Seat height 17""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear.","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(1) Vintage Molded Plywood Arm Chair","MR9238","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) Vintage Molded Plywood Lounge Chair 
 Robin Day 675 Style

Plywood arm and back
Tubular chrome frame 
Yellow patterned fabric upholstery","http://www.metroretrofurniture.com/images/pictures/dims.jpg","25"" Width x 24.5"" Depth x 31"" Height
Seat height 18.5""
Arm height 25""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Rare Map Americae Sive Novi Orbis Nova Descriptio 1570 ( aaf61 )","MR9144","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Rare Map Americae Sive Novi Orbis Nova Descriptio 1570 

ABRAHAM ORTELIUS. 
Americae sive Novi Orbis, Nova Descriptio. 
In Theatrum Orbis Terrarum. Antwerp, 1570.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","28"" Length x 24"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"78"" Vintage Stow Davis Leather Wood Desk SOLD","MR9967","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Stow Davis
Grand Rapids
Since 1880","http://www.metroretrofurniture.com/images/pictures/descript.jpg","78"" Vintage Stow Davis Leather Wood Desk","http://www.metroretrofurniture.com/images/pictures/dims.jpg","78"" Length x 36"" Depth x 29.25"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options
  
 
Preparation, Timing and Shipment
Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.
If Item needs restoration additional time will be required
(Determined by item or items being refinished or reupholstered)
 
International Shipping  
When requesting international shipping rates, please allow Us 3 to 5 Days to Quote
Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"(1) 4ft Vintage Mid Century Two-Tone Wood Cabinet","MR9740","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) 4ft Vintage Two-Tone Cabinet 

Two-tone wood construction 
Two sliding doors","http://www.metroretrofurniture.com/images/pictures/dims.jpg","48"" width x 20"" depth x 33"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage 
age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Vintage Unusual Rootwood Two Seater BENCH","MR9698","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Unusual Rootwood Bench","http://www.metroretrofurniture.com/images/pictures/dims.jpg","46"" width x 21"" depth x 33"" height 
16"" seat height 
23"" arm height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage 
Age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000 Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to Quote","","null"
"Vintage Knoll Hans Bellman Popsicle Tripod Side Table","MR9196","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Bellman, Hans (1911-1990) 
Birthplace: Switzerland","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Hans Bellman POPSICLE Tripod Table by KNOLL 
Circa 1950s 
Round Birch faced plywood top over folding ebony black legs with Aluminum knobs. 
The top is removable from the folding ebony tripod legs.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","24"" diameter x 21"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent >restored"
"(2) Casalino Alexander Begge Stacking Chairs White Color Size 0 ( aaj82 )","MR9148","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Casalino 
Western Germany","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Alexander Begge 
German, 1941","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pair Modern Casalino Alexander Begge Stacking Chairs Size ""0""","http://www.metroretrofurniture.com/images/pictures/dims.jpg","13.25"" width X 14"" depth X 20.5"" height 
Seat Height 11.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage 
Age appropriate wear"
"65"" John Stuart Queen Size Stainless Steel Canopy Bed","MR9904","http://www.metroretrofurniture.com/images/pictures/designer.jpg","John Stuart","http://www.metroretrofurniture.com/images/pictures/descript.jpg","John Stuart Queen Size Stainless Steel Canopy Bed","http://www.metroretrofurniture.com/images/pictures/dims.jpg","65"" Length x 85.5"" Depth x 78"" Height 
Chrome posts 1.25"" Square 
Height from floor 7""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"6ft Brown Saltman Walnut 12 Drawer Dresser John Keal ( aaj08 )","MR9171","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Brown and Saltman","http://www.metroretrofurniture.com/images/pictures/designer.jpg","John Keal","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Twelve Drawer Walnut Dresser","http://www.metroretrofurniture.com/images/pictures/dims.jpg","72"" width x 19"" depth x 28"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage"
"5ft Vintage Italian Settee Love Seat Sofa Couch","MR9520","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Italian Settee Love Seat 

Tan and rust fabric like suede upholstery 
Featuring wood arm rests and bronzed capped tapered wood legs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","62"" Width x 30"" Depth 33"" Height 
Seat Height 16"" 
Arm Height 22""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click Here for Shipping Options     Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(1) 4"" Cube Erika Lagerbielke Orrefors Crystal Artwork","MR9561","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Orrefors 
The Swedish glass industry was born about 250 years ago, not far from Orrefors - only about 20 kilometers as the crow flies. In the summer of 1742 the first glassworks, warehouse, potash furnace and smithy were inaugurated in which is now the small village of Kosta. 
Handblown glass has thus been produced in this part of Sweden for more than two and a half centuries. The story of Orrefors begins with Iron and the forest. As early as 1726, Lars Johan Silversparre received permission to build a furnace and a smithy at ""the beautiful river that flows into Lake Orrenas"". The iron works was given the name Orrefors, which means ""the Orre waterfall"". 
In the early years, output comprised both simple types of glassware, such as jars, table glass, lampshades and perfume vials, and large pieces. Expertise in more complex technology was acquired by recruiting workers from other glassworks, such as Kosta, and from the Continent. A group of skilled craftsmen rapidly collected around Orrefors, and in a short time the glassworks acquired the expertise that paved the way for its future success.","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Erika Lagerbielke 
After studies in industrial design at the College of Arts, Crafts and Design in Stockholm, which included winning a coveted Orrefors scholarship year in 1982, Erika Lagerbielke committed her special talents to the company. For more than two decades, she has designed glass for Orrefors that wins praise from critics and collectors alike. Erika has produced a body of work in sculpture, art and functional glass collections that connect the enduring Orrefors traditions of elegance and innovation in design with contemporary styles and tastes: rich color and bold cut detail are characteristic of her designs. Among Erika`s major artistic successes are her Intermezzo, Merlot and Difference stemware, all of which have won Excellent Swedish Design awards. Her work is in the permanent collections of the National Museum of Fine Arts, Stockholm; Rohasska Museum of Applied Arts and other collections worldwide.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) 4"" Cube Erika Lagerbielke Orrefors Sculpture Crystal 

Leaves design cube","http://www.metroretrofurniture.com/images/pictures/dims.jpg","4"" Width x 4"" Depth x 4"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage"
"(1) 8"" Erika Lagerbielke Orrefors Crystal Artwork","MR9581","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Orrefors 
The Swedish glass industry was born about 250 years ago, not far from Orrefors - only about 20 kilometers as the crow flies. In the summer of 1742 the first glassworks, warehouse, potash furnace and smithy were inaugurated in which is now the small village of Kosta. 
Handblown glass has thus been produced in this part of Sweden for more than two and a half centuries. The story of Orrefors begins with Iron and the forest. As early as 1726, Lars Johan Silversparre received permission to build a furnace and a smithy at ""the beautiful river that flows into Lake Orrenas"". The iron works was given the name Orrefors, which means ""the Orre waterfall"". 
In the early years, output comprised both simple types of glassware, such as jars, table glass, lampshades and perfume vials, and large pieces. Expertise in more complex technology was acquired by recruiting workers from other glassworks, such as Kosta, and from the Continent. A group of skilled craftsmen rapidly collected around Orrefors, and in a short time the glassworks acquired the expertise that paved the way for its future success.","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Erika Lagerbielke 
After studies in industrial design at the College of Arts, Crafts and Design in Stockholm, which included winning a coveted Orrefors scholarship year in 1982, Erika Lagerbielke committed her special talents to the company. For more than two decades, she has designed glass for Orrefors that wins praise from critics and collectors alike. Erika has produced a body of work in sculpture, art and functional glass collections that connect the enduring Orrefors traditions of elegance and innovation in design with contemporary styles and tastes: rich color and bold cut detail are characteristic of her designs. Among Erika`s major artistic successes are her Intermezzo, Merlot and Difference stemware, all of which have won Excellent Swedish Design awards. Her work is in the permanent collections of the National Museum of Fine Arts, Stockholm; Rohasska Museum of Applied Arts and other collections worldwide.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) 8"" Erika Lagerbielke Orrefors Crystal Sculpture 

Water drop shape with circular perforation","http://www.metroretrofurniture.com/images/pictures/dims.jpg","7 7/8” Width x 4” Depth 8” height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good vintage. Chips shown in image."
"54"" Vintage Wood Six Drawer Dresser","MR9799","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Fashion Trend by Johnson Carper Dresser 

Wood body with laminate top 
Six drawer configuration 
Wood tapered legs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","54"" width x 18"" depth x 30"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage 
age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(1) 4"" Cube Erika Lagerbielke Orrefors Crystal Artwork SOLD","MR9552","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Orrefors 
The Swedish glass industry was born about 250 years ago, not far from Orrefors - only about 20 kilometers as the crow flies. In the summer of 1742 the first glassworks, warehouse, potash furnace and smithy were inaugurated in which is now the small village of Kosta. 
Handblown glass has thus been produced in this part of Sweden for more than two and a half centuries. The story of Orrefors begins with Iron and the forest. As early as 1726, Lars Johan Silversparre received permission to build a furnace and a smithy at ""the beautiful river that flows into Lake Orrenas"". The iron works was given the name Orrefors, which means ""the Orre waterfall"". 
In the early years, output comprised both simple types of glassware, such as jars, table glass, lampshades and perfume vials, and large pieces. Expertise in more complex technology was acquired by recruiting workers from other glassworks, such as Kosta, and from the Continent. A group of skilled craftsmen rapidly collected around Orrefors, and in a short time the glassworks acquired the expertise that paved the way for its future success.","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Erika Lagerbielke 
After studies in industrial design at the College of Arts, Crafts and Design in Stockholm, which included winning a coveted Orrefors scholarship year in 1982, Erika Lagerbielke committed her special talents to the company. For more than two decades, she has designed glass for Orrefors that wins praise from critics and collectors alike. Erika has produced a body of work in sculpture, art and functional glass collections that connect the enduring Orrefors traditions of elegance and innovation in design with contemporary styles and tastes: rich color and bold cut detail are characteristic of her designs. Among Erika`s major artistic successes are her Intermezzo, Merlot and Difference stemware, all of which have won Excellent Swedish Design awards. Her work is in the permanent collections of the National Museum of Fine Arts, Stockholm; Rohasska Museum of Applied Arts and other collections worldwide.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) 4"" Cube Erika Lagerbielke Orrefors Sculpture Crystal 

Blue flower design cube","http://www.metroretrofurniture.com/images/pictures/dims.jpg","4"" Width x 4"" Depth x 4"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage"
"Vintage Aqua Ceramic Table Lamp","MR9965","http://www.metroretrofurniture.com/images/pictures/descript.jpg","1950`s Aqua colored ceramic lamp with decorative frieze 
Gold colored base and brass finial.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","36"" high x 7"" diameter","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage 
Age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"20"" Vintage Leopold Two Tier Telephone End Table","MR9788","http://www.metroretrofurniture.com/images/pictures/descript.jpg","20"" Vintage Leopold Two Tier Telephone Table 

Wood construction with small drawer","http://www.metroretrofurniture.com/images/pictures/dims.jpg","20"" Length x 16"" Width x 30"" Height 
Drawer: 4"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good vintage. Signs of wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"48"" Herman Miller Nelson Platform Bench Ebonized ( aah10 )","MR9099","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","George Nelson

George Nelson (1908-1986) was an important modernist whose work cut across the fields of interior, industrial and exhibition design. Nelson studied architecture at Yale University in the 1920s, and in the next two decades earned a strong reputation as a writer on design for Architectural Forum, Interiors and Fortune.

In 1945 Nelson began a long association with the Herman Miller Furniture Company of Zeeland, Michigan, where as head designer he developed an innovative line of furniture and commissioned new designs from others. His first commission was Isamu Noguchi`s biomorphic glass-topped coffee table, which began production in 1947, the first of many designs that the sculptor would create for Herman Miller in the late Forties. Nelson also was responsible for bringing the designs of Charles Eames to Herman Miller, and he collaborated with R. Buckminster Fuller on a number of projects. 

Among Nelson`s own creations are classic works of Fifties design, including the bubble lamp, ball clock, marshmallow sofa and the pole-supported wall-storage system. Nelson also designed numerous exhibitions, including the 1959 American National Exhibition in Moscow, and the Chrysler Corporation display at the 1964 New York World`s Fair.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","48"" Herman Miller Nelson Platform Bench 

Introduced in 1946, the Nelson platform bench remains a landmark of modern design. The clean, rectilinear lines reflect designer George Nelson`s architectural background and his insistence on what he called ""honest"" design - making an honest visual statement about an object`s purpose. The bench serves as a multipurpose display and resting place in offices, public areas, and homes. 

Ebonized slats and legs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","48"" Length x 18.5"" Depth x 14"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear"
"13.5"" Sq Mount Ceiling Light Fixture","MR9067","http://www.metroretrofurniture.com/images/pictures/descript.jpg","13.5"" Sq Mount Ceiling Light Fixture

Chrome and glass composition","http://www.metroretrofurniture.com/images/pictures/dims.jpg","13.5"" Sq x 4"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Brazilian Rosewood Danish Desk with Right Return","MR9781","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Brazilian Rosewood Danish Desk with Right Return","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Desk 72"" Width x 37"" Depth x 29"" Height 
Return 62.5"" Length x 21"" Depth x 26.25 Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"60"" Vintage Industrial Age Iron Slate Top Table Desk","MR9316","http://www.metroretrofurniture.com/images/pictures/descript.jpg","60"" Industrial Age Slate Top Table Desk 

Slate top over cast iron","http://www.metroretrofurniture.com/images/pictures/dims.jpg","60"" Length x 30"" Depth x 32"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good original vintage. Visible oxidation","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"9ft x 6ft Emerald Pearl Granite Conference Dining Table sold","MR9588","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Hexagonal Granite Conference Dining Table","http://www.metroretrofurniture.com/images/pictures/dims.jpg","108"" length x 29.75"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Base: excellent refinished ebonized base Top: very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"40"" Square Vintage Aluminum Brass Coffee Table Base","MR9826","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Aluminum and Brass Coffee Table Base 

Glass/marble top not included in price 
Please inquire about available tops for this table base!!!","http://www.metroretrofurniture.com/images/pictures/dims.jpg","40"" x 40"" square x 15"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","good vintage 
please note missing cap in top corner","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(2) Vintage Robert Haussmann Stendig Glass Wood Chrome Side End Tables","MR9676","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Stendig","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(2) Vintage Robert Haussmann Stendig Glass Wood Chrome Side End Tables

Chrome tubular frame with wood reinforcement 
Glass top","http://www.metroretrofurniture.com/images/pictures/dims.jpg","21.5"" Width x 21.5"" Depth x 16.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage
Age Appropriate Wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options
  
 
Preparation, Timing and Shipment
Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.
If Item needs restoration additional time will be required
(Determined by item or items being refinished or reupholstered)
 
International Shipping  
When requesting international shipping rates, please allow Us 3 to 5 Days to Quote
Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Vintage Pipsan Saarinen Swanson Rod Iron Chair","MR9903","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Pipsan Saarinen Swanson","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pipsan Saarinen Swanson chair
designed circa 1949 
Rod Iron 
Sling shown in last image not available","http://www.metroretrofurniture.com/images/pictures/dims.jpg","18.75"" Width x 21"" Depth x 34.5"" Height 
Seat height 18""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"(10) Vintage Framed Anatomy Medical School Postcards","MR9499","","null","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(10) Vintage Framed Anatomy Medical School Postcards 

Pair of Framed Vintage Postcards","http://www.metroretrofurniture.com/images/pictures/dims.jpg","39"" Length x 8"" Height x 1"" Diameter","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click Here for Shipping Options    Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Rare Eames Herman Miller Rope Edge Zenith Shell Chair","MR9276","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles and Ray Eames

Charles and Ray married in 1941 and moved to California where they continued their furniture design work with molding plywood. During the war they were commissioned by the Navy to produce molded plywood splints, stretchers and experimental glider shells. In 1946, Evans Products began producing the Eameses` molded plywood furniture. Their molded plywood chair was called ""the chair of the century"" by the influential architectural critic Esther McCoy. Soon production was taken over by Herman Miller, Inc ., who continues to produce the furniture in the United States to this day. Another company, Vitra International , manufactures the furniture in Europe. The Eameses continued to create new furniture designs into the 1970s.

Examples include the molded plastic or fiberglass chairs from the early 1950s and the famous Lounge Chair and Ottoman from 1956. Sturdy, comfortable and elegant office furniture was created in the 1960s, as well as seating designed for Dulles and O`Hare Airports. This Tandem Sling Seating is still in use in airports around the world today.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Eames Herman Miller Rope Edge Zenith Shell Chair 

Early Version
Zenith rope edge shell chair 1950
Shell fiberglass arm chair tan color
X iron base","http://www.metroretrofurniture.com/images/pictures/dims.jpg","22"" Width x 24"" Depth x 31"" Height
17.5"" Seat height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good original vintage. Age appropriate wear"
"(1) Vintage Original Bertoia Full Diamond Chair Cushion","MR9378","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Harry Bertoia 
Italian artist and furniture designer, Harry Bertoia`s career began in the 1930s as a student at the Cranbrook Academy of Art where he re-established the metal-working studio and, taught as head of the department, from 1939 until 1943 until it was closed due to wartime restrictions on materials. During the war, Bertoia worked with Charles and Ray Eames at the Evans Products Company in California, developing new techniques for molding plywood. 
Bertoia designed the patented Diamond chair for Knoll in 1952. As a furniture designer, Bertoia is best known for the Diamond chair and the Bird chair, a high-backed model developed from the Diamond chair that looks like a bird with spread wings. Its organic, human-friendly form helped to create a new look for modernism. All of his work bears the hallmarks of a highly skilled and imaginative sculptor, as well as an inventive designer, deeply engaged with the relationship between form and space. 
Harry Bertoia received awards from the American Institute of Architects in 1973 and the American Academy of Letters in 1975.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) Vintage Original Bertoia Full Diamond Chair CUSHION only

Original Knoll seat cushion light beige color","http://www.metroretrofurniture.com/images/pictures/dims.jpg","fits regular diamond chair Width 33.5"" x Depth 28.25""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good 
age appropriate wear"
